Benefits,Building,Customer,Date,Department,Employee Name,Hire Date,Month,Product,Region,Salesperson,Status,Item Cost,Job Rating,No.Items,Salary,Total Cost,Years
DMR,Main,Ellington Equipment,11/2/2015,Sales,"Owen, Robert",6/15/1998,Jun,30 Day H+ Supplement Pack,SW,"Owen, Robert",Half-Time,79,3,1,20500,79,17
DMR,Main,Ellington Equipment,7/5/2015,Sales,"Owen, Robert",6/15/1998,Jun,30 Day H+ Supplement Pack,SW,"Owen, Robert",Half-Time,79,3,3,20500,237,17
DMR,Main,Ellington Equipment,12/10/2014,Sales,"Owen, Robert",6/15/1998,Jun,30 Day H+ Supplement Pack,SW,"Owen, Robert",Half-Time,79,3,6,20500,474,17
DMR,Main,Ellington Equipment,12/20/2015,Sales,"Owen, Robert",6/15/1998,Jun,30 Day H+ Supplement Pack,SW,"Owen, Robert",Half-Time,79,3,7,20500,553,17
DMR,Main,Ellington Equipment,3/4/2014,Sales,"Owen, Robert",6/15/1998,Jun,30 Day H+ Supplement Pack,SW,"Owen, Robert",Half-Time,79,3,12,20500,948,17
DMR,Main,Ellington Equipment,12/24/2014,Sales,"Owen, Robert",6/15/1998,Jun,"V-neck sweater, Case of 12",SW,"Owen, Robert",Half-Time,340,3,3,20500,1020,17
DMR,Main,Ellington Equipment,10/23/2014,Sales,"Owen, Robert",6/15/1998,Jun,"V-neck sweater, Case of 12",SW,"Owen, Robert",Half-Time,340,3,4,20500,1360,17
DMR,Main,Ellington Equipment,2/16/2015,Sales,"Owen, Robert",6/15/1998,Jun,"V-neck sweater, Case of 12",SW,"Owen, Robert",Half-Time,340,3,7,20500,2380,17
DMR,Main,Ellington Equipment,6/16/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Thermal Vest, Case of 12",NE,"Vaughn, Harlon",Full Time,799,2,1,71820,799,15
DMR,Main,Ellington Equipment,11/3/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Thermal Vest, Case of 12",NE,"Vaughn, Harlon",Full Time,799,2,2,71820,1598,15
DMR,Main,Ellington Equipment,1/18/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Thermal Vest, Case of 12",NE,"Vaughn, Harlon",Full Time,799,2,3,71820,2397,15
DMR,Main,Ellington Equipment,8/21/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Thermal Vest, Case of 12",NE,"Vaughn, Harlon",Full Time,799,2,4,71820,3196,15
DMR,Main,Ellington Equipment,12/11/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Thermal Vest, Case of 12",NE,"Vaughn, Harlon",Full Time,799,2,7,71820,5593,15
DMR,Main,Ellington Equipment,1/27/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Thermal Vest, Case of 12",NE,"Vaughn, Harlon",Full Time,799,2,10,71820,7990,15
DMR,Main,Ellington Equipment,11/21/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Thermal Vest, Case of 12",NE,"Vaughn, Harlon",Full Time,799,2,10,71820,7990,15
DMR,Main,Ellington Equipment,4/28/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Polo Sweatshirt, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,8,71820,2720,15
DMR,Main,Ellington Equipment,12/1/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Polo Sweatshirt, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,9,71820,3060,15
DMR,Main,Ellington Equipment,7/30/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Polo Sweatshirt, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,10,71820,3400,15
DMR,Main,Ellington Equipment,5/7/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Polo Sweatshirt, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,10,71820,3400,15
DMR,Main,Ellington Equipment,2/21/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Polo Sweatshirt, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,11,71820,3740,15
DMR,Main,Ellington Equipment,11/26/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,90 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,168,2,3,71820,504,15
DMR,Main,Ellington Equipment,11/17/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,90 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,168,2,4,71820,672,15
DMR,Main,Ellington Equipment,9/22/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,90 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,168,2,6,71820,1008,15
DMR,Main,Ellington Equipment,6/30/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,30 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,79,2,4,71820,316,15
DMR,Main,Ellington Equipment,3/15/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,30 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,79,2,9,71820,711,15
DMR,Main,Ellington Equipment,7/23/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,30 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,79,2,9,71820,711,15
DMR,Main,Ellington Equipment,1/19/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,"V-neck sweater, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,4,71820,1360,15
DMR,Main,Ellington Equipment,4/5/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,"V-neck sweater, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,4,71820,1360,15
DMR,Main,Ellington Equipment,3/11/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,"V-neck sweater, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,5,71820,1700,15
DMR,Main,Ellington Equipment,6/6/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,"V-neck sweater, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,7,71820,2380,15
DMR,Main,Ellington Equipment,9/6/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,"V-neck sweater, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,14,71820,4760,15
R,North,B&B Spaces,3/12/2015,Sales,"Arnold, Cole",2/26/2010,Feb,"Thermal Vest, Case of 12",NE,"Arnold, Cole",Full Time,799,5,8,22860,6392,6
R,North,B&B Spaces,5/28/2015,Sales,"Arnold, Cole",2/26/2010,Feb,"Thermal Vest, Case of 12",NE,"Arnold, Cole",Full Time,799,5,8,22860,6392,6
R,North,B&B Spaces,10/17/2015,Sales,"Arnold, Cole",2/26/2010,Feb,"Thermal Vest, Case of 12",NE,"Arnold, Cole",Full Time,799,5,11,22860,8789,6
R,North,B&B Spaces,6/21/2015,Sales,"Arnold, Cole",2/26/2010,Feb,"Thermal Vest, Case of 12",NE,"Arnold, Cole",Full Time,799,5,19,22860,15181,6
R,North,B&B Spaces,8/2/2014,Sales,"Arnold, Cole",2/26/2010,Feb,"Polo Sweatshirt, Case of 12",NW,"Arnold, Cole",Full Time,340,5,15,22860,5100,6
R,North,B&B Spaces,11/26/2014,Sales,"Arnold, Cole",2/26/2010,Feb,"Polo Sweatshirt, Case of 12",NW,"Arnold, Cole",Full Time,340,5,17,22860,5780,6
R,North,B&B Spaces,12/27/2014,Sales,"Arnold, Cole",2/26/2010,Feb,90 Day H+ Supplement Pack,NE,"Arnold, Cole",Full Time,168,5,9,22860,1512,6
R,North,B&B Spaces,11/1/2014,Sales,"Arnold, Cole",2/26/2010,Feb,90 Day H+ Supplement Pack,NE,"Arnold, Cole",Full Time,168,5,11,22860,1848,6
R,North,B&B Spaces,5/31/2015,Sales,"Arnold, Cole",2/26/2010,Feb,90 Day H+ Supplement Pack,NE,"Arnold, Cole",Full Time,168,5,14,22860,2352,6
R,North,B&B Spaces,4/22/2014,Sales,"Arnold, Cole",2/26/2010,Feb,30 Day H+ Supplement Pack,NE,"Arnold, Cole",Full Time,79,5,10,22860,790,6
R,North,B&B Spaces,4/15/2014,Sales,"Arnold, Cole",2/26/2010,Feb,30 Day H+ Supplement Pack,NE,"Arnold, Cole",Full Time,79,5,12,22860,948,6
R,North,B&B Spaces,6/25/2014,Sales,"Arnold, Cole",2/26/2010,Feb,30 Day H+ Supplement Pack,NE,"Arnold, Cole",Full Time,79,5,12,22860,948,6
R,North,B&B Spaces,10/4/2015,Sales,"Arnold, Cole",2/26/2010,Feb,"V-neck sweater, Case of 12",NE,"Arnold, Cole",Full Time,340,5,12,22860,4080,6
R,North,B&B Spaces,12/20/2015,Sales,"Arnold, Cole",2/26/2010,Feb,"V-neck sweater, Case of 12",NE,"Arnold, Cole",Full Time,340,5,20,22860,6800,6
,Watson,B&B Spaces,12/13/2014,Sales,"Byrd, Asa",7/25/2003,Jul,"Thermal Vest, Case of 12",SE,"Byrd, Asa",Hourly,799,2,13,11044,10387,12
,Watson,B&B Spaces,7/6/2015,Sales,"Byrd, Asa",7/25/2003,Jul,"Polo Sweatshirt, Case of 12",SE,"Byrd, Asa",Hourly,340,2,6,11044,2040,12
,Watson,B&B Spaces,7/23/2014,Sales,"Byrd, Asa",7/25/2003,Jul,"Polo Sweatshirt, Case of 12",SE,"Byrd, Asa",Hourly,340,2,12,11044,4080,12
,Watson,B&B Spaces,11/9/2014,Sales,"Byrd, Asa",7/25/2003,Jul,"Polo Sweatshirt, Case of 12",SE,"Byrd, Asa",Hourly,340,2,16,11044,5440,12
,Watson,B&B Spaces,11/3/2015,Sales,"Byrd, Asa",7/25/2003,Jul,"Polo Sweatshirt, Case of 12",SE,"Byrd, Asa",Hourly,340,2,17,11044,5780,12
,Watson,B&B Spaces,12/21/2015,Sales,"Byrd, Asa",7/25/2003,Jul,"Polo Sweatshirt, Case of 12",SE,"Byrd, Asa",Hourly,340,2,18,11044,6120,12
,Watson,B&B Spaces,1/12/2014,Sales,"Byrd, Asa",7/25/2003,Jul,90 Day H+ Supplement Pack,SE,"Byrd, Asa",Hourly,168,2,11,11044,1848,12
,Watson,B&B Spaces,1/11/2015,Sales,"Byrd, Asa",7/25/2003,Jul,90 Day H+ Supplement Pack,SE,"Byrd, Asa",Hourly,168,2,13,11044,2184,12
,Watson,B&B Spaces,10/25/2015,Sales,"Byrd, Asa",7/25/2003,Jul,90 Day H+ Supplement Pack,SE,"Byrd, Asa",Hourly,168,2,18,11044,3024,12
,Watson,B&B Spaces,1/5/2014,Sales,"Byrd, Asa",7/25/2003,Jul,30 Day H+ Supplement Pack,SE,"Byrd, Asa",Hourly,79,2,12,11044,948,12
,Watson,B&B Spaces,12/2/2015,Sales,"Byrd, Asa",7/25/2003,Jul,"V-neck sweater, Case of 12",SE,"Byrd, Asa",Hourly,340,2,13,11044,4420,12
,Watson,B&B Spaces,5/17/2014,Sales,"Byrd, Asa",7/25/2003,Jul,"V-neck sweater, Case of 12",SE,"Byrd, Asa",Hourly,340,2,15,11044,5100,12
,Main,B&B Spaces,9/27/2014,Sales,"Christensen, Jill",11/12/2010,Nov,"Thermal Vest, Case of 12",NW,"Christensen, Jill",Hourly,799,3,6,35312,4794,5
,Main,B&B Spaces,1/13/2015,Sales,"Christensen, Jill",11/12/2010,Nov,"Thermal Vest, Case of 12",NW,"Christensen, Jill",Hourly,799,3,6,35312,4794,5
,Main,B&B Spaces,4/13/2014,Sales,"Christensen, Jill",11/12/2010,Nov,"Thermal Vest, Case of 12",NW,"Christensen, Jill",Hourly,799,3,7,35312,5593,5
,Main,B&B Spaces,4/27/2015,Sales,"Christensen, Jill",11/12/2010,Nov,"Thermal Vest, Case of 12",NW,"Christensen, Jill",Hourly,799,3,11,35312,8789,5
,Main,B&B Spaces,12/18/2014,Sales,"Christensen, Jill",11/12/2010,Nov,"Thermal Vest, Case of 12",NW,"Christensen, Jill",Hourly,799,3,11,35312,8789,5
,Main,B&B Spaces,6/22/2015,Sales,"Christensen, Jill",11/12/2010,Nov,"Thermal Vest, Case of 12",NW,"Christensen, Jill",Hourly,799,3,16,35312,12784,5
,Main,B&B Spaces,1/12/2014,Sales,"Christensen, Jill",11/12/2010,Nov,"Polo Sweatshirt, Case of 12",NW,"Christensen, Jill",Hourly,340,3,7,35312,2380,5
,Main,B&B Spaces,5/14/2015,Sales,"Christensen, Jill",11/12/2010,Nov,"Polo Sweatshirt, Case of 12",NW,"Christensen, Jill",Hourly,340,3,11,35312,3740,5
,Main,B&B Spaces,2/2/2015,Sales,"Christensen, Jill",11/12/2010,Nov,"Polo Sweatshirt, Case of 12",NW,"Christensen, Jill",Hourly,340,3,12,35312,4080,5
,Main,B&B Spaces,12/19/2015,Sales,"Christensen, Jill",11/12/2010,Nov,"Polo Sweatshirt, Case of 12",NW,"Christensen, Jill",Hourly,340,3,12,35312,4080,5
,Main,B&B Spaces,11/25/2014,Sales,"Christensen, Jill",11/12/2010,Nov,"Polo Sweatshirt, Case of 12",NW,"Christensen, Jill",Hourly,340,3,14,35312,4760,5
,Main,B&B Spaces,7/21/2014,Sales,"Christensen, Jill",11/12/2010,Nov,90 Day H+ Supplement Pack,NW,"Christensen, Jill",Hourly,168,3,7,35312,1176,5
,Main,B&B Spaces,9/3/2014,Sales,"Christensen, Jill",11/12/2010,Nov,90 Day H+ Supplement Pack,NW,"Christensen, Jill",Hourly,168,3,9,35312,1512,5
,Main,B&B Spaces,7/9/2015,Sales,"Christensen, Jill",11/12/2010,Nov,90 Day H+ Supplement Pack,NW,"Christensen, Jill",Hourly,168,3,13,35312,2184,5
,Main,B&B Spaces,8/2/2014,Sales,"Christensen, Jill",11/12/2010,Nov,90 Day H+ Supplement Pack,NW,"Christensen, Jill",Hourly,168,3,20,35312,3360,5
,Main,B&B Spaces,11/5/2014,Sales,"Christensen, Jill",11/12/2010,Nov,30 Day H+ Supplement Pack,NW,"Christensen, Jill",Hourly,79,3,9,35312,711,5
,Main,B&B Spaces,1/25/2014,Sales,"Christensen, Jill",11/12/2010,Nov,"V-neck sweater, Case of 12",NW,"Christensen, Jill",Hourly,340,3,7,35312,2380,5
,Main,B&B Spaces,5/20/2015,Sales,"Christensen, Jill",11/12/2010,Nov,"V-neck sweater, Case of 12",NW,"Christensen, Jill",Hourly,340,3,7,35312,2380,5
,Main,B&B Spaces,6/28/2015,Sales,"Christensen, Jill",11/12/2010,Nov,"V-neck sweater, Case of 12",NW,"Christensen, Jill",Hourly,340,3,9,35312,3060,5
,Main,B&B Spaces,11/30/2014,Sales,"Christensen, Jill",11/12/2010,Nov,"V-neck sweater, Case of 12",NW,"Christensen, Jill",Hourly,340,3,13,35312,4420,5
,Main,B&B Spaces,12/24/2014,Sales,"Christensen, Jill",11/12/2010,Nov,"V-neck sweater, Case of 12",NW,"Christensen, Jill",Hourly,340,3,16,35312,5440,5
D,South,B&B Spaces,3/11/2015,Sales,"Kelly, Icelita",2/11/2000,Feb,"Thermal Vest, Case of 12",SW,"Kelly, Icelita",Full Time,799,5,9,45450,7191,16
D,South,B&B Spaces,6/10/2015,Sales,"Kelly, Icelita",2/11/2000,Feb,"Thermal Vest, Case of 12",SW,"Kelly, Icelita",Full Time,799,5,11,45450,8789,16
D,South,B&B Spaces,10/3/2015,Sales,"Kelly, Icelita",2/11/2000,Feb,"Thermal Vest, Case of 12",SW,"Kelly, Icelita",Full Time,799,5,14,45450,11186,16
D,South,B&B Spaces,4/23/2014,Sales,"Kelly, Icelita",2/11/2000,Feb,"Thermal Vest, Case of 12",SW,"Kelly, Icelita",Full Time,799,5,16,45450,12784,16
D,South,B&B Spaces,2/3/2014,Sales,"Kelly, Icelita",2/11/2000,Feb,"Polo Sweatshirt, Case of 12",SW,"Kelly, Icelita",Full Time,340,5,7,45450,2380,16
D,South,B&B Spaces,2/3/2014,Sales,"Kelly, Icelita",2/11/2000,Feb,"Polo Sweatshirt, Case of 12",SW,"Kelly, Icelita",Full Time,340,5,11,45450,3740,16
D,South,B&B Spaces,3/4/2015,Sales,"Kelly, Icelita",2/11/2000,Feb,90 Day H+ Supplement Pack,SW,"Kelly, Icelita",Full Time,168,5,8,45450,1344,16
D,South,B&B Spaces,7/15/2014,Sales,"Kelly, Icelita",2/11/2000,Feb,30 Day H+ Supplement Pack,SW,"Kelly, Icelita",Full Time,79,5,8,45450,632,16
D,South,B&B Spaces,3/29/2015,Sales,"Kelly, Icelita",2/11/2000,Feb,30 Day H+ Supplement Pack,SW,"Kelly, Icelita",Full Time,79,5,9,45450,711,16
D,South,B&B Spaces,4/20/2014,Sales,"Kelly, Icelita",2/11/2000,Feb,30 Day H+ Supplement Pack,SW,"Kelly, Icelita",Full Time,79,5,11,45450,869,16
D,South,B&B Spaces,2/12/2014,Sales,"Kelly, Icelita",2/11/2000,Feb,30 Day H+ Supplement Pack,SW,"Kelly, Icelita",Full Time,79,5,17,45450,1343,16
D,South,B&B Spaces,7/28/2014,Sales,"Kelly, Icelita",2/11/2000,Feb,"V-neck sweater, Case of 12",SW,"Kelly, Icelita",Full Time,340,5,12,45450,4080,16
D,South,B&B Spaces,3/26/2014,Sales,"Kelly, Icelita",2/11/2000,Feb,"V-neck sweater, Case of 12",SW,"Kelly, Icelita",Full Time,340,5,20,45450,6800,16
R,Main,B&B Spaces,5/14/2014,Sales,"Leon, Emily",1/15/1999,Jan,"Polo Sweatshirt, Case of 12",SW,"Leon, Emily",Full Time,340,2,6,23520,2040,17
R,Main,B&B Spaces,12/10/2015,Sales,"Leon, Emily",1/15/1999,Jan,"Polo Sweatshirt, Case of 12",SW,"Leon, Emily",Full Time,340,2,11,23520,3740,17
R,Main,B&B Spaces,3/10/2014,Sales,"Leon, Emily",1/15/1999,Jan,"Polo Sweatshirt, Case of 12",SW,"Leon, Emily",Full Time,340,2,17,23520,5780,17
R,Main,B&B Spaces,3/24/2015,Sales,"Leon, Emily",1/15/1999,Jan,"Polo Sweatshirt, Case of 12",SW,"Leon, Emily",Full Time,340,2,18,23520,6120,17
R,Main,B&B Spaces,5/25/2014,Sales,"Leon, Emily",1/15/1999,Jan,90 Day H+ Supplement Pack,SW,"Leon, Emily",Full Time,168,2,6,23520,1008,17
R,Main,B&B Spaces,5/22/2014,Sales,"Leon, Emily",1/15/1999,Jan,90 Day H+ Supplement Pack,SW,"Leon, Emily",Full Time,168,2,9,23520,1512,17
R,Main,B&B Spaces,11/9/2014,Sales,"Leon, Emily",1/15/1999,Jan,90 Day H+ Supplement Pack,SW,"Leon, Emily",Full Time,168,2,11,23520,1848,17
R,Main,B&B Spaces,7/5/2015,Sales,"Leon, Emily",1/15/1999,Jan,90 Day H+ Supplement Pack,SW,"Leon, Emily",Full Time,168,2,17,23520,2856,17
R,Main,B&B Spaces,6/7/2014,Sales,"Leon, Emily",1/15/1999,Jan,90 Day H+ Supplement Pack,SW,"Leon, Emily",Full Time,168,2,18,23520,3024,17
R,Main,B&B Spaces,1/7/2015,Sales,"Leon, Emily",1/15/1999,Jan,30 Day H+ Supplement Pack,SW,"Leon, Emily",Full Time,79,2,16,23520,1264,17
R,Main,B&B Spaces,9/30/2015,Sales,"Leon, Emily",1/15/1999,Jan,30 Day H+ Supplement Pack,SW,"Leon, Emily",Full Time,79,2,19,23520,1501,17
R,Main,B&B Spaces,8/31/2014,Sales,"Leon, Emily",1/15/1999,Jan,"V-neck sweater, Case of 12",SW,"Leon, Emily",Full Time,340,2,11,23520,3740,17
R,Main,B&B Spaces,12/14/2014,Sales,"Leon, Emily",1/15/1999,Jan,"V-neck sweater, Case of 12",SW,"Leon, Emily",Full Time,340,2,13,23520,4420,17
R,Main,B&B Spaces,11/20/2014,Sales,"Leon, Emily",1/15/1999,Jan,"V-neck sweater, Case of 12",SW,"Leon, Emily",Full Time,340,2,14,23520,4760,17
R,Main,B&B Spaces,1/26/2015,Sales,"Leon, Emily",1/15/1999,Jan,"V-neck sweater, Case of 12",SW,"Leon, Emily",Full Time,340,2,17,23520,5780,17
,Taft,B&B Spaces,11/22/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,"Thermal Vest, Case of 12",NE,"Livingston, Lynette",Contract,799,2,14,74020,11186,5
,Taft,B&B Spaces,7/6/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,"Thermal Vest, Case of 12",NE,"Livingston, Lynette",Contract,799,2,15,74020,11985,5
,Taft,B&B Spaces,2/17/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,"Thermal Vest, Case of 12",NE,"Livingston, Lynette",Contract,799,2,18,74020,14382,5
,Taft,B&B Spaces,5/15/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,30 Day H+ Supplement Pack,NE,"Livingston, Lynette",Contract,79,2,7,74020,553,5
,Taft,B&B Spaces,11/9/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,30 Day H+ Supplement Pack,NE,"Livingston, Lynette",Contract,79,2,10,74020,790,5
,Taft,B&B Spaces,12/18/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,30 Day H+ Supplement Pack,NE,"Livingston, Lynette",Contract,79,2,19,74020,1501,5
,Taft,B&B Spaces,8/3/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,"V-neck sweater, Case of 12",NE,"Livingston, Lynette",Contract,340,2,7,74020,2380,5
,Taft,B&B Spaces,9/6/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,"V-neck sweater, Case of 12",NE,"Livingston, Lynette",Contract,340,2,7,74020,2380,5
,Taft,B&B Spaces,1/26/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,"V-neck sweater, Case of 12",NE,"Livingston, Lynette",Contract,340,2,8,74020,2720,5
,Taft,B&B Spaces,7/29/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,"V-neck sweater, Case of 12",NE,"Livingston, Lynette",Contract,340,2,11,74020,3740,5
,Taft,B&B Spaces,4/6/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,"V-neck sweater, Case of 12",NE,"Livingston, Lynette",Contract,340,2,18,74020,6120,5
,Taft,B&B Spaces,9/30/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,"V-neck sweater, Case of 12",NE,"Livingston, Lynette",Contract,340,2,19,74020,6460,5
,Taft,B&B Spaces,11/20/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,"V-neck sweater, Case of 12",NE,"Livingston, Lynette",Contract,340,2,19,74020,6460,5
,North,B&B Spaces,6/29/2015,Sales,"Lucas, John",7/1/2003,Jul,"Thermal Vest, Case of 12",SW,"Lucas, John",Contract,799,3,10,78100,7990,12
,North,B&B Spaces,12/1/2014,Sales,"Lucas, John",7/1/2003,Jul,"Thermal Vest, Case of 12",SW,"Lucas, John",Contract,799,3,12,78100,9588,12
,North,B&B Spaces,5/14/2015,Sales,"Lucas, John",7/1/2003,Jul,"Thermal Vest, Case of 12",SW,"Lucas, John",Contract,799,3,14,78100,11186,12
,North,B&B Spaces,1/21/2015,Sales,"Lucas, John",7/1/2003,Jul,"Thermal Vest, Case of 12",SW,"Lucas, John",Contract,799,3,15,78100,11985,12
,North,B&B Spaces,11/16/2015,Sales,"Lucas, John",7/1/2003,Jul,"Thermal Vest, Case of 12",SW,"Lucas, John",Contract,799,3,19,78100,15181,12
,North,B&B Spaces,12/22/2014,Sales,"Lucas, John",7/1/2003,Jul,"Thermal Vest, Case of 12",SW,"Lucas, John",Contract,799,3,20,78100,15980,12
,North,B&B Spaces,12/14/2015,Sales,"Lucas, John",7/1/2003,Jul,"Polo Sweatshirt, Case of 12",SW,"Lucas, John",Contract,340,3,8,78100,2720,12
,North,B&B Spaces,1/14/2014,Sales,"Lucas, John",7/1/2003,Jul,"Polo Sweatshirt, Case of 12",SW,"Lucas, John",Contract,340,3,14,78100,4760,12
,North,B&B Spaces,4/9/2015,Sales,"Lucas, John",7/1/2003,Jul,90 Day H+ Supplement Pack,SW,"Lucas, John",Contract,168,3,8,78100,1344,12
,North,B&B Spaces,10/4/2014,Sales,"Lucas, John",7/1/2003,Jul,90 Day H+ Supplement Pack,SW,"Lucas, John",Contract,168,3,18,78100,3024,12
,North,B&B Spaces,1/15/2015,Sales,"Lucas, John",7/1/2003,Jul,30 Day H+ Supplement Pack,SW,"Lucas, John",Contract,79,3,8,78100,632,12
,North,B&B Spaces,7/28/2015,Sales,"Lucas, John",7/1/2003,Jul,30 Day H+ Supplement Pack,SW,"Lucas, John",Contract,79,3,8,78100,632,12
,North,B&B Spaces,11/16/2014,Sales,"Lucas, John",7/1/2003,Jul,30 Day H+ Supplement Pack,SW,"Lucas, John",Contract,79,3,13,78100,1027,12
,North,B&B Spaces,3/16/2015,Sales,"Lucas, John",7/1/2003,Jul,30 Day H+ Supplement Pack,SW,"Lucas, John",Contract,79,3,18,78100,1422,12
,North,B&B Spaces,1/20/2014,Sales,"Lucas, John",7/1/2003,Jul,30 Day H+ Supplement Pack,SW,"Lucas, John",Contract,79,3,20,78100,1580,12
,North,B&B Spaces,10/12/2014,Sales,"Lucas, John",7/1/2003,Jul,"V-neck sweater, Case of 12",SW,"Lucas, John",Contract,340,3,13,78100,4420,12
DMR,South,B&B Spaces,1/13/2014,Sales,"Maynard, Susan",1/14/2012,Jan,"Thermal Vest, Case of 12",NE,"Maynard, Susan",Full Time,799,5,6,39110,4794,4
DMR,South,B&B Spaces,7/10/2014,Sales,"Maynard, Susan",1/14/2012,Jan,"Thermal Vest, Case of 12",NE,"Maynard, Susan",Full Time,799,5,14,39110,11186,4
DMR,South,B&B Spaces,6/22/2014,Sales,"Maynard, Susan",1/14/2012,Jan,"Thermal Vest, Case of 12",NE,"Maynard, Susan",Full Time,799,5,19,39110,15181,4
DMR,South,B&B Spaces,7/9/2014,Sales,"Maynard, Susan",1/14/2012,Jan,"Polo Sweatshirt, Case of 12",NE,"Maynard, Susan",Full Time,340,5,9,39110,3060,4
DMR,South,B&B Spaces,2/3/2014,Sales,"Maynard, Susan",1/14/2012,Jan,"Polo Sweatshirt, Case of 12",NE,"Maynard, Susan",Full Time,340,5,9,39110,3060,4
DMR,South,B&B Spaces,2/3/2014,Sales,"Maynard, Susan",1/14/2012,Jan,"Polo Sweatshirt, Case of 12",NE,"Maynard, Susan",Full Time,340,5,12,39110,4080,4
DMR,South,B&B Spaces,6/8/2014,Sales,"Maynard, Susan",1/14/2012,Jan,"Polo Sweatshirt, Case of 12",NE,"Maynard, Susan",Full Time,340,5,13,39110,4420,4
DMR,South,B&B Spaces,5/25/2014,Sales,"Maynard, Susan",1/14/2012,Jan,"Polo Sweatshirt, Case of 12",NE,"Maynard, Susan",Full Time,340,5,14,39110,4760,4
DMR,South,B&B Spaces,2/19/2015,Sales,"Maynard, Susan",1/14/2012,Jan,"Polo Sweatshirt, Case of 12",NE,"Maynard, Susan",Full Time,340,5,19,39110,6460,4
DMR,South,B&B Spaces,2/14/2015,Sales,"Maynard, Susan",1/14/2012,Jan,90 Day H+ Supplement Pack,NE,"Maynard, Susan",Full Time,168,5,14,39110,2352,4
DMR,South,B&B Spaces,5/31/2014,Sales,"Maynard, Susan",1/14/2012,Jan,90 Day H+ Supplement Pack,NE,"Maynard, Susan",Full Time,168,5,14,39110,2352,4
DMR,South,B&B Spaces,11/13/2014,Sales,"Maynard, Susan",1/14/2012,Jan,90 Day H+ Supplement Pack,NE,"Maynard, Susan",Full Time,168,5,15,39110,2520,4
DMR,South,B&B Spaces,1/7/2015,Sales,"Maynard, Susan",1/14/2012,Jan,90 Day H+ Supplement Pack,NE,"Maynard, Susan",Full Time,168,5,16,39110,2688,4
DMR,South,B&B Spaces,4/19/2015,Sales,"Maynard, Susan",1/14/2012,Jan,30 Day H+ Supplement Pack,NE,"Maynard, Susan",Full Time,79,5,7,39110,553,4
DMR,South,B&B Spaces,12/6/2014,Sales,"Maynard, Susan",1/14/2012,Jan,30 Day H+ Supplement Pack,NE,"Maynard, Susan",Full Time,79,5,13,39110,1027,4
